timeStamp,demand,precip,temp
2012-01-01 00:00:00,4937.5000,0.0000,46.1300
2012-01-01 01:00:00,4752.1000,0.0000,45.8900
2012-01-01 02:00:00,4542.6000,0.0000,45.0400
2012-01-01 03:00:00,4357.7000,0.0000,45.0300
2012-01-01 04:00:00,4275.5000,0.0000,42.6100
2012-01-01 05:00:00,4274.7000,0.0000,39.0200
2012-01-01 06:00:00,4324.9000,0.0000,38.7800
2012-01-01 07:00:00,4350.0000,0.0000,42.7400
2012-01-01 08:00:00,4480.9000,0.0000,38.9000
2012-01-01 09:00:00,4664.2000,0.0000,44.6700
2012-01-01 10:00:00,4847.5000,0.0000,47.4300
2012-01-01 11:00:00,4981.9000,0.0000,49.4900
2012-01-01 12:00:00,5081.0000,0.0000,50.7700
2012-01-01 13:00:00,5137.2000,0.0000,50.5700
2012-01-01 14:00:00,5142.6000,0.0000,49.9400
2012-01-01 15:00:00,5165.1000,0.0000,49.8500
2012-01-01 16:00:00,5351.1000,0.0000,47.3900
2012-01-01 17:00:00,5664.0000,0.0000,48.8300
2012-01-01 18:00:00,5699.9000,0.0000,48.9200
2012-01-01 19:00:00,5624.6000,0.0101,48.7400
2012-01-01 20:00:00,5555.4000,0.0022,48.9800
2012-01-01 21:00:00,5463.0000,0.0463,49.1900
2012-01-01 22:00:00,5269.7000,0.0011,47.6100
2012-01-01 23:00:00,4972.9000,0.0000,49.7200
2012-01-02 00:00:00,4677.0000,0.0000,49.7800
2012-01-02 01:00:00,4449.6000,0.0000,48.9700
2012-01-02 02:00:00,4284.1000,0.0000,47.1200
2012-01-02 03:00:00,4197.9000,0.0000,44.9500
2012-01-02 04:00:00,4183.5000,0.0000,47.1500
2012-01-02 05:00:00,4304.3000,0.0000,42.0400
2012-01-02 06:00:00,4533.3000,0.0000,39.4700
2012-01-02 07:00:00,4748.3000,0.0000,38.2300
2012-01-02 08:00:00,5000.6000,0.0000,36.8300
2012-01-02 09:00:00,5271.3000,0.0000,37.2500
2012-01-02 10:00:00,5489.8000,0.0000,43.0700
2012-01-02 11:00:00,5614.2000,0.0000,38.2500
2012-01-02 12:00:00,5679.6000,0.0000,39.9300
2012-01-02 13:00:00,5682.8000,0.0000,40.9300
2012-01-02 14:00:00,5704.3000,0.0000,40.8400
2012-01-02 15:00:00,5765.8000,0.0000,39.6700
2012-01-02 16:00:00,5966.2000,0.0000,40.5700
2012-01-02 17:00:00,6315.0000,0.0000,38.2300
2012-01-02 18:00:00,6321.2000,0.0000,38.0400
2012-01-02 19:00:00,6250.2000,0.0000,37.2300
2012-01-02 20:00:00,6089.3000,0.0000,36.3200
2012-01-02 21:00:00,5914.4000,0.0000,35.5700
2012-01-02 22:00:00,5610.8000,0.0000,37.9100
2012-01-02 23:00:00,5217.4000,0.0000,33.5700
2012-01-03 00:00:00,4859.0000,0.0000,33.1400
2012-01-03 01:00:00,4627.0000,0.0000,32.3100
2012-01-03 02:00:00,4488.7000,0.0000,32.0400
2012-01-03 03:00:00,4428.5000,0.0000,31.3100
2012-01-03 04:00:00,4477.8000,0.0000,32.5800
2012-01-03 05:00:00,4736.1000,0.0000,30.4000
2012-01-03 06:00:00,5321.2000,0.0000,29.1400
2012-01-03 07:00:00,5921.2000,0.0000,28.4000
2012-01-03 08:00:00,6284.9000,0.0000,27.5700
2012-01-03 09:00:00,6536.4000,0.0000,26.6600
2012-01-03 10:00:00,6652.0000,0.0000,31.0900
2012-01-03 11:00:00,6737.5000,0.0000,26.4300
2012-01-03 12:00:00,6768.4000,0.0000,25.5800
2012-01-03 13:00:00,6784.3000,0.0000,26.4300
2012-01-03 14:00:00,6796.6000,0.0000,25.7500
2012-01-03 15:00:00,6865.3000,0.0000,26.0000
2012-01-03 16:00:00,7039.5000,0.0000,27.3600
2012-01-03 17:00:00,7322.8000,0.0000,24.2300
2012-01-03 18:00:00,7190.4000,0.0000,23.4000
2012-01-03 19:00:00,7053.3000,0.0000,22.4000
2012-01-03 20:00:00,6853.1000,0.0000,20.6400
2012-01-03 21:00:00,6586.0000,0.0000,19.4700
2012-01-03 22:00:00,6208.5000,0.0000,21.3400
2012-01-03 23:00:00,5753.8000,0.0000,16.4700
2012-01-04 00:00:00,5327.5000,0.0000,15.5700
2012-01-04 01:00:00,5093.2000,0.0000,15.1400
2012-01-04 02:00:00,4945.0000,0.0000,14.3700
2012-01-04 03:00:00,4888.0000,0.0000,13.4000
2012-01-04 04:00:00,4919.0000,0.0000,16.2700
2012-01-04 05:00:00,5153.2000,0.0000,13.4700
2012-01-04 06:00:00,5702.5000,0.0000,13.4000
2012-01-04 07:00:00,6266.3000,0.0000,13.5000
2012-01-04 08:00:00,6592.6000,0.0000,13.7300
2012-01-04 09:00:00,6900.3000,0.0000,14.7300
2012-01-04 10:00:00,6990.6000,0.0000,18.8100
2012-01-04 11:00:00,7017.9000,0.0000,19.2700
2012-01-04 12:00:00,7019.4000,0.0000,21.1900
2012-01-04 13:00:00,7008.2000,0.0000,22.6200
2012-01-04 14:00:00,6962.6000,0.0000,24.9300
2012-01-04 15:00:00,7027.4000,0.0000,25.9300
2012-01-04 16:00:00,7227.5000,0.0000,24.6800
2012-01-04 17:00:00,7417.1000,0.0000,25.5900
2012-01-04 18:00:00,7275.3000,0.0000,26.3500
2012-01-04 19:00:00,7083.2000,0.0000,27.1600
2012-01-04 20:00:00,6876.0000,0.0000,27.4000
2012-01-04 21:00:00,6568.1000,0.0000,27.4700
2012-01-04 22:00:00,6155.4000,0.0000,31.8300
2012-01-04 23:00:00,5654.1000,0.0000,27.2300
2012-01-05 00:00:00,5227.6000,0.0000,27.4000
2012-01-05 01:00:00,4951.9000,0.0000,27.3100
2012-01-05 02:00:00,4785.8000,0.0000,28.0700
2012-01-05 03:00:00,4716.0000,0.0000,28.3400
2012-01-05 04:00:00,4739.7000,0.0000,30.7700
2012-01-05 05:00:00,4990.8000,0.0000,28.4000
2012-01-05 06:00:00,5537.5000,0.0000,29.1600
2012-01-05 07:00:00,6152.0000,0.0000,29.1600
2012-01-05 08:00:00,6480.2000,0.0000,29.4900
2012-01-05 09:00:00,6702.3000,0.0000,30.1600
2012-01-05 10:00:00,6799.2000,0.0000,33.0500
2012-01-05 11:00:00,6786.2000,0.0000,33.2500
2012-01-05 12:00:00,6761.4000,0.0000,36.1900
2012-01-05 13:00:00,6759.2000,0.0000,38.1100
2012-01-05 14:00:00,6741.8000,0.0000,39.0200
2012-01-05 15:00:00,6755.1000,0.0000,39.1600
2012-01-05 16:00:00,6951.0000,0.0000,38.0200
2012-01-05 17:00:00,7188.0000,0.0000,38.2300
2012-01-05 18:00:00,6989.7000,0.0000,38.1600
2012-01-05 19:00:00,6808.6000,0.0000,37.4900
2012-01-05 20:00:00,6583.3000,0.0000,37.9800
2012-01-05 21:00:00,6304.3000,0.0000,37.3100
2012-01-05 22:00:00,5944.7000,0.0000,35.7100
2012-01-05 23:00:00,5469.6000,0.0000,35.9200
2012-01-06 00:00:00,5037.0000,0.0000,34.9400
2012-01-06 01:00:00,4765.6000,0.0000,36.1900
2012-01-06 02:00:00,4599.0000,0.0000,36.5700
2012-01-06 03:00:00,4528.8000,0.0000,36.8000
2012-01-06 04:00:00,4552.8000,0.0000,33.6600
2012-01-06 05:00:00,4790.7000,0.0000,36.3500
2012-01-06 06:00:00,5367.3000,0.0000,36.5900
2012-01-06 07:00:00,5922.9000,0.0000,38.0000
2012-01-06 08:00:00,6238.2000,0.0000,39.1700
2012-01-06 09:00:00,6451.5000,0.0000,38.8300
2012-01-06 10:00:00,6527.2000,0.0000,39.6100
2012-01-06 11:00:00,6544.1000,0.0000,42.1200
2012-01-06 12:00:00,6526.5000,0.0000,45.0500
2012-01-06 13:00:00,6496.2000,0.0000,47.5000
2012-01-06 14:00:00,6462.0000,0.0000,51.1000
2012-01-06 15:00:00,6500.9000,0.0000,51.9400
2012-01-06 16:00:00,6651.4000,0.0000,49.2600
2012-01-06 17:00:00,6835.0000,0.0000,50.1500
2012-01-06 18:00:00,6628.1000,0.0000,50.6400
2012-01-06 19:00:00,6412.9000,0.0000,50.8400
2012-01-06 20:00:00,6169.0000,0.0000,51.0100
2012-01-06 21:00:00,5937.7000,0.0000,50.1600
2012-01-06 22:00:00,5628.3000,0.0000,46.5800
2012-01-06 23:00:00,5247.8000,0.0000,48.5600
2012-01-07 00:00:00,4873.9000,0.0000,49.2400
2012-01-07 01:00:00,4613.0000,0.0000,48.4000
2012-01-07 02:00:00,4439.0000,0.0000,48.3000
2012-01-07 03:00:00,4349.0000,0.0000,46.7900
2012-01-07 04:00:00,4314.7000,0.0000,42.9200
2012-01-07 05:00:00,4385.0000,0.0000,44.8100
2012-01-07 06:00:00,4564.1000,0.0000,44.9400
2012-01-07 07:00:00,4749.1000,0.0000,45.4200
2012-01-07 08:00:00,5022.5000,0.0000,45.4200
2012-01-07 09:00:00,5269.0000,0.0000,48.0500
2012-01-07 10:00:00,5459.2000,0.0000,50.2300
2012-01-07 11:00:00,5539.3000,0.0000,53.4900
2012-01-07 12:00:00,5550.0000,0.0000,56.8300
2012-01-07 13:00:00,5514.5000,0.0000,58.6000
2012-01-07 14:00:00,5475.7000,0.0000,59.6600
2012-01-07 15:00:00,5467.2000,0.0000,61.3200
2012-01-07 16:00:00,5580.5000,0.0000,53.0500
2012-01-07 17:00:00,5864.9000,0.0000,58.8100
2012-01-07 18:00:00,5894.3000,0.0000,57.7500
2012-01-07 19:00:00,5799.5000,0.0000,56.6600
2012-01-07 20:00:00,5657.1000,0.0000,54.4100
2012-01-07 21:00:00,5513.0000,0.0000,53.7500
2012-01-07 22:00:00,5315.5000,0.0000,49.0900
2012-01-07 23:00:00,5048.6000,0.0000,48.0100
2012-01-08 00:00:00,4750.4000,0.0000,46.7500
2012-01-08 01:00:00,4507.7000,0.0000,45.0800
2012-01-08 02:00:00,4333.3000,0.0000,44.3800
2012-01-08 03:00:00,4231.0000,0.0000,43.7000
2012-01-08 04:00:00,4193.4000,0.0000,42.0700
2012-01-08 05:00:00,4243.6000,0.0000,42.8900
2012-01-08 06:00:00,4366.1000,0.0000,41.9600
2012-01-08 07:00:00,4483.6000,0.0000,40.9500
2012-01-08 08:00:00,4710.1000,0.0000,40.8500
2012-01-08 09:00:00,4988.2000,0.0000,42.3300
2012-01-08 10:00:00,5198.5000,0.0000,43.2200
2012-01-08 11:00:00,5318.4000,0.0000,43.1800
2012-01-08 12:00:00,5387.2000,0.0000,44.0000
2012-01-08 13:00:00,5431.3000,0.0000,43.2800
2012-01-08 14:00:00,5456.0000,0.0000,43.1000
2012-01-08 15:00:00,5504.0000,0.0000,43.0300
2012-01-08 16:00:00,5659.5000,0.0000,42.1000
2012-01-08 17:00:00,5974.2000,0.0000,41.1700
2012-01-08 18:00:00,6036.4000,0.0000,39.5000
2012-01-08 19:00:00,5989.3000,0.0000,38.5000
2012-01-08 20:00:00,5878.9000,0.0000,37.2300
2012-01-08 21:00:00,5718.9000,0.0000,36.1700
2012-01-08 22:00:00,5444.8000,0.0000,35.7200
2012-01-08 23:00:00,5088.2000,0.0000,34.0500
2012-01-09 00:00:00,4778.0000,0.0000,33.2200
2012-01-09 01:00:00,4569.1000,0.0000,32.2200
2012-01-09 02:00:00,4443.1000,0.0000,32.0700
2012-01-09 03:00:00,4388.1000,0.0000,31.5000
2012-01-09 04:00:00,4434.9000,0.0000,32.5500
2012-01-09 05:00:00,4703.0000,0.0000,31.9800
2012-01-09 06:00:00,5301.4000,0.0000,31.9100
2012-01-09 07:00:00,5900.3000,0.0000,32.0100
2012-01-09 08:00:00,6245.0000,0.0000,31.7400
2012-01-09 09:00:00,6476.7000,0.0000,33.5000
2012-01-09 10:00:00,6569.1000,0.0000,34.3100
2012-01-09 11:00:00,6589.0000,0.0000,35.0000
2012-01-09 12:00:00,6580.8000,0.0000,37.5800
2012-01-09 13:00:00,6568.2000,0.0000,39.3100
2012-01-09 14:00:00,6539.3000,0.0000,40.1400
2012-01-09 15:00:00,6563.6000,0.0000,39.8400
2012-01-09 16:00:00,6727.1000,0.0000,36.6500
2012-01-09 17:00:00,6994.9000,0.0000,37.4300
2012-01-09 18:00:00,6819.9000,0.0000,37.1100
2012-01-09 19:00:00,6636.1000,0.0000,37.6800
2012-01-09 20:00:00,6419.0000,0.0000,37.8500
2012-01-09 21:00:00,6125.5000,0.0000,38.0700
2012-01-09 22:00:00,5741.9000,0.0000,37.5000
2012-01-09 23:00:00,5265.7000,0.0000,37.4700
2012-01-10 00:00:00,4856.8000,0.0000,37.2300
2012-01-10 01:00:00,4611.8000,0.0000,37.3100
2012-01-10 02:00:00,4470.0000,0.0000,37.1400
2012-01-10 03:00:00,4414.1000,0.0000,36.3100
2012-01-10 04:00:00,4450.1000,0.0000,38.6500
2012-01-10 05:00:00,4716.0000,0.0000,34.9600
2012-01-10 06:00:00,5317.1000,0.0000,34.7700
2012-01-10 07:00:00,5901.4000,0.0000,34.2100
2012-01-10 08:00:00,6242.3000,0.0000,34.3000
